date,location,new_cases,new_deaths,total_cases,total_deaths
31-12-2019,Afghanistan,0,0,0,0
01-01-2020,Afghanistan,0,0,0,0
02-01-2020,Afghanistan,0,0,0,0
03-01-2020,Afghanistan,0,0,0,0
04-01-2020,Afghanistan,0,0,0,0
05-01-2020,Afghanistan,0,0,0,0
06-01-2020,Afghanistan,0,0,0,0
07-01-2020,Afghanistan,0,0,0,0
08-01-2020,Afghanistan,0,0,0,0
09-01-2020,Afghanistan,0,0,0,0
10-01-2020,Afghanistan,0,0,0,0
11-01-2020,Afghanistan,0,0,0,0
12-01-2020,Afghanistan,0,0,0,0
13-01-2020,Afghanistan,0,0,0,0
14-01-2020,Afghanistan,0,0,0,0
15-01-2020,Afghanistan,0,0,0,0
16-01-2020,Afghanistan,0,0,0,0
17-01-2020,Afghanistan,0,0,0,0
18-01-2020,Afghanistan,0,0,0,0
19-01-2020,Afghanistan,0,0,0,0
20-01-2020,Afghanistan,0,0,0,0
21-01-2020,Afghanistan,0,0,0,0
22-01-2020,Afghanistan,0,0,0,0
23-01-2020,Afghanistan,0,0,0,0
24-01-2020,Afghanistan,0,0,0,0
25-01-2020,Afghanistan,0,0,0,0
26-01-2020,Afghanistan,0,0,0,0
27-01-2020,Afghanistan,0,0,0,0
28-01-2020,Afghanistan,0,0,0,0
29-01-2020,Afghanistan,0,0,0,0
30-01-2020,Afghanistan,0,0,0,0
31-01-2020,Afghanistan,0,0,0,0
01-02-2020,Afghanistan,0,0,0,0
02-02-2020,Afghanistan,0,0,0,0
03-02-2020,Afghanistan,0,0,0,0
04-02-2020,Afghanistan,0,0,0,0
05-02-2020,Afghanistan,0,0,0,0
06-02-2020,Afghanistan,0,0,0,0
07-02-2020,Afghanistan,0,0,0,0
08-02-2020,Afghanistan,0,0,0,0
09-02-2020,Afghanistan,0,0,0,0
10-02-2020,Afghanistan,0,0,0,0
11-02-2020,Afghanistan,0,0,0,0
12-02-2020,Afghanistan,0,0,0,0
13-02-2020,Afghanistan,0,0,0,0
14-02-2020,Afghanistan,0,0,0,0
15-02-2020,Afghanistan,0,0,0,0
16-02-2020,Afghanistan,0,0,0,0
17-02-2020,Afghanistan,0,0,0,0
18-02-2020,Afghanistan,0,0,0,0
19-02-2020,Afghanistan,0,0,0,0
20-02-2020,Afghanistan,0,0,0,0
21-02-2020,Afghanistan,0,0,0,0
22-02-2020,Afghanistan,0,0,0,0
23-02-2020,Afghanistan,0,0,0,0
24-02-2020,Afghanistan,0,0,0,0
25-02-2020,Afghanistan,1,0,1,0
26-02-2020,Afghanistan,0,0,1,0
27-02-2020,Afghanistan,0,0,1,0
28-02-2020,Afghanistan,0,0,1,0
29-02-2020,Afghanistan,0,0,1,0
01-03-2020,Afghanistan,0,0,1,0
02-03-2020,Afghanistan,0,0,1,0
08-03-2020,Afghanistan,3,0,4,0
11-03-2020,Afghanistan,3,0,7,0
15-03-2020,Afghanistan,3,0,10,0
16-03-2020,Afghanistan,6,0,16,0
17-03-2020,Afghanistan,5,0,21,0
18-03-2020,Afghanistan,1,0,22,0
19-03-2020,Afghanistan,0,0,22,0
20-03-2020,Afghanistan,0,0,22,0
21-03-2020,Afghanistan,2,0,24,0
22-03-2020,Afghanistan,0,0,24,0
23-03-2020,Afghanistan,10,0,34,0
24-03-2020,Afghanistan,6,1,40,1
25-03-2020,Afghanistan,2,0,42,1
26-03-2020,Afghanistan,33,0,75,1
27-03-2020,Afghanistan,0,0,75,1
28-03-2020,Afghanistan,16,1,91,2
29-03-2020,Afghanistan,15,1,106,3
30-03-2020,Afghanistan,8,1,114,4
31-03-2020,Afghanistan,27,0,141,4
01-04-2020,Afghanistan,25,0,166,4
02-04-2020,Afghanistan,26,0,192,4
03-04-2020,Afghanistan,43,0,235,4
04-04-2020,Afghanistan,0,0,235,4
05-04-2020,Afghanistan,35,1,270,5
06-04-2020,Afghanistan,29,2,299,7
07-04-2020,Afghanistan,38,0,337,7
08-04-2020,Afghanistan,30,4,367,11
09-04-2020,Afghanistan,56,3,423,14
10-04-2020,Afghanistan,61,1,484,15
11-04-2020,Afghanistan,37,0,521,15
12-04-2020,Afghanistan,34,3,555,18
13-04-2020,Afghanistan,52,0,607,18
14-04-2020,Afghanistan,58,3,665,21
15-04-2020,Afghanistan,49,2,714,23
16-04-2020,Afghanistan,70,2,784,25
17-04-2020,Afghanistan,10,4,794,29
18-04-2020,Afghanistan,51,1,845,30
19-04-2020,Afghanistan,63,0,908,30
20-04-2020,Afghanistan,88,3,996,33
21-04-2020,Afghanistan,35,2,1031,35
22-04-2020,Afghanistan,61,1,1092,36
23-04-2020,Afghanistan,84,4,1176,40
24-04-2020,Afghanistan,105,2,1281,42
25-04-2020,Afghanistan,70,1,1351,43
26-04-2020,Afghanistan,112,4,1463,47
27-04-2020,Afghanistan,68,10,1531,57
28-04-2020,Afghanistan,172,0,1703,57
29-04-2020,Afghanistan,124,3,1827,60
30-04-2020,Afghanistan,122,0,1949,60
01-05-2020,Afghanistan,222,4,2171,64
02-05-2020,Afghanistan,164,4,2335,68
03-05-2020,Afghanistan,134,4,2469,72
04-05-2020,Afghanistan,235,13,2704,85
05-05-2020,Afghanistan,190,5,2894,90
06-05-2020,Afghanistan,330,5,3224,95
07-05-2020,Afghanistan,168,9,3392,104
08-05-2020,Afghanistan,171,2,3563,106
09-05-2020,Afghanistan,215,3,3778,109
10-05-2020,Afghanistan,255,6,4033,115
11-05-2020,Afghanistan,369,5,4402,120
12-05-2020,Afghanistan,285,2,4687,122
13-05-2020,Afghanistan,280,5,4967,127
14-05-2020,Afghanistan,259,3,5226,130
15-05-2020,Afghanistan,113,6,5339,136
16-05-2020,Afghanistan,1063,32,6402,168
17-05-2020,Afghanistan,0,0,6402,168
18-05-2020,Afghanistan,262,1,6664,169
19-05-2020,Afghanistan,408,4,7072,173
09-03-2020,Albania,2,0,2,0
10-03-2020,Albania,4,0,6,0
11-03-2020,Albania,4,0,10,0
12-03-2020,Albania,1,1,11,1
13-03-2020,Albania,12,0,23,1
14-03-2020,Albania,10,0,33,1
15-03-2020,Albania,5,0,38,1
16-03-2020,Albania,4,0,42,1
17-03-2020,Albania,9,0,51,1
18-03-2020,Albania,4,0,55,1
19-03-2020,Albania,4,1,59,2
20-03-2020,Albania,11,0,70,2
21-03-2020,Albania,0,0,70,2
22-03-2020,Albania,6,0,76,2
23-03-2020,Albania,13,0,89,2
24-03-2020,Albania,11,2,100,4
25-03-2020,Albania,23,1,123,5
26-03-2020,Albania,23,0,146,5
27-03-2020,Albania,28,1,174,6
28-03-2020,Albania,12,3,186,9
29-03-2020,Albania,11,1,197,10
30-03-2020,Albania,15,0,212,10
31-03-2020,Albania,11,2,223,12
01-04-2020,Albania,20,3,243,15
02-04-2020,Albania,16,0,259,15
03-04-2020,Albania,18,1,277,16
04-04-2020,Albania,27,1,304,17
05-04-2020,Albania,29,2,333,19
06-04-2020,Albania,28,2,361,21
07-04-2020,Albania,16,1,377,22
08-04-2020,Albania,6,0,383,22
09-04-2020,Albania,17,0,400,22
10-04-2020,Albania,9,1,409,23
11-04-2020,Albania,7,0,416,23
12-04-2020,Albania,17,0,433,23
13-04-2020,Albania,13,0,446,23
14-04-2020,Albania,21,0,467,23
15-04-2020,Albania,8,1,475,24
16-04-2020,Albania,19,1,494,25
17-04-2020,Albania,24,1,518,26
18-04-2020,Albania,21,0,539,26
19-04-2020,Albania,9,0,548,26
20-04-2020,Albania,14,0,562,26
21-04-2020,Albania,22,0,584,26
22-04-2020,Albania,25,0,609,26
23-04-2020,Albania,25,1,634,27
24-04-2020,Albania,29,0,663,27
25-04-2020,Albania,15,0,678,27
26-04-2020,Albania,34,0,712,27
27-04-2020,Albania,14,1,726,28
28-04-2020,Albania,10,0,736,28
29-04-2020,Albania,14,2,750,30
30-04-2020,Albania,16,1,766,31
01-05-2020,Albania,7,0,773,31
02-05-2020,Albania,9,0,782,31
03-05-2020,Albania,7,0,789,31
04-05-2020,Albania,6,0,795,31
05-05-2020,Albania,8,0,803,31
06-05-2020,Albania,17,0,820,31
07-05-2020,Albania,12,0,832,31
08-05-2020,Albania,10,0,842,31
09-05-2020,Albania,8,0,850,31
10-05-2020,Albania,6,0,856,31
11-05-2020,Albania,12,0,868,31
12-05-2020,Albania,4,0,872,31
13-05-2020,Albania,4,0,876,31
14-05-2020,Albania,4,0,880,31
15-05-2020,Albania,18,0,898,31
16-05-2020,Albania,18,0,916,31
17-05-2020,Albania,17,0,933,31
18-05-2020,Albania,13,0,946,31
19-05-2020,Albania,2,0,948,31
31-12-2019,Algeria,0,0,0,0
01-01-2020,Algeria,0,0,0,0
02-01-2020,Algeria,0,0,0,0
03-01-2020,Algeria,0,0,0,0
04-01-2020,Algeria,0,0,0,0
05-01-2020,Algeria,0,0,0,0
06-01-2020,Algeria,0,0,0,0
07-01-2020,Algeria,0,0,0,0
08-01-2020,Algeria,0,0,0,0
09-01-2020,Algeria,0,0,0,0
10-01-2020,Algeria,0,0,0,0
11-01-2020,Algeria,0,0,0,0
12-01-2020,Algeria,0,0,0,0
13-01-2020,Algeria,0,0,0,0
14-01-2020,Algeria,0,0,0,0
15-01-2020,Algeria,0,0,0,0
16-01-2020,Algeria,0,0,0,0
17-01-2020,Algeria,0,0,0,0
18-01-2020,Algeria,0,0,0,0
19-01-2020,Algeria,0,0,0,0
20-01-2020,Algeria,0,0,0,0
21-01-2020,Algeria,0,0,0,0
22-01-2020,Algeria,0,0,0,0
23-01-2020,Algeria,0,0,0,0
24-01-2020,Algeria,0,0,0,0
25-01-2020,Algeria,0,0,0,0
26-01-2020,Algeria,0,0,0,0
27-01-2020,Algeria,0,0,0,0
28-01-2020,Algeria,0,0,0,0
29-01-2020,Algeria,0,0,0,0
30-01-2020,Algeria,0,0,0,0
31-01-2020,Algeria,0,0,0,0
01-02-2020,Algeria,0,0,0,0
02-02-2020,Algeria,0,0,0,0
03-02-2020,Algeria,0,0,0,0
04-02-2020,Algeria,0,0,0,0
05-02-2020,Algeria,0,0,0,0
06-02-2020,Algeria,0,0,0,0
07-02-2020,Algeria,0,0,0,0
08-02-2020,Algeria,0,0,0,0
09-02-2020,Algeria,0,0,0,0
10-02-2020,Algeria,0,0,0,0
11-02-2020,Algeria,0,0,0,0
12-02-2020,Algeria,0,0,0,0
13-02-2020,Algeria,0,0,0,0
14-02-2020,Algeria,0,0,0,0
15-02-2020,Algeria,0,0,0,0
16-02-2020,Algeria,0,0,0,0
17-02-2020,Algeria,0,0,0,0
18-02-2020,Algeria,0,0,0,0
19-02-2020,Algeria,0,0,0,0
20-02-2020,Algeria,0,0,0,0
21-02-2020,Algeria,0,0,0,0
22-02-2020,Algeria,0,0,0,0
23-02-2020,Algeria,0,0,0,0
24-02-2020,Algeria,0,0,0,0
25-02-2020,Algeria,0,0,0,0
26-02-2020,Algeria,1,0,1,0
27-02-2020,Algeria,0,0,1,0
28-02-2020,Algeria,0,0,1,0
29-02-2020,Algeria,0,0,1,0
01-03-2020,Algeria,2,0,3,0
02-03-2020,Algeria,0,0,3,0
04-03-2020,Algeria,2,0,5,0
05-03-2020,Algeria,7,0,12,0
06-03-2020,Algeria,5,0,17,0
09-03-2020,Algeria,3,0,20,0
12-03-2020,Algeria,0,0,20,0
13-03-2020,Algeria,5,1,25,1
14-03-2020,Algeria,1,1,26,2
15-03-2020,Algeria,11,0,37,2
16-03-2020,Algeria,11,2,48,4
17-03-2020,Algeria,10,0,58,4
18-03-2020,Algeria,2,1,60,5
19-03-2020,Algeria,12,1,72,6
20-03-2020,Algeria,18,1,90,7
21-03-2020,Algeria,12,3,102,10
22-03-2020,Algeria,37,5,139,15
23-03-2020,Algeria,62,2,201,17
24-03-2020,Algeria,29,0,230,17
25-03-2020,Algeria,34,2,264,19
26-03-2020,Algeria,38,2,302,21
27-03-2020,Algeria,65,4,367,25
28-03-2020,Algeria,42,1,409,26
29-03-2020,Algeria,45,3,454,29
30-03-2020,Algeria,57,2,511,31
31-03-2020,Algeria,73,4,584,35
01-04-2020,Algeria,132,9,716,44
02-04-2020,Algeria,131,14,847,58
03-04-2020,Algeria,139,5,986,63
04-04-2020,Algeria,185,42,1171,105
05-04-2020,Algeria,80,25,1251,130
06-04-2020,Algeria,69,22,1320,152
07-04-2020,Algeria,103,21,1423,173
08-04-2020,Algeria,45,20,1468,193
09-04-2020,Algeria,104,12,1572,205
10-04-2020,Algeria,94,30,1666,235
11-04-2020,Algeria,95,21,1761,256
12-04-2020,Algeria,64,19,1825,275
13-04-2020,Algeria,89,18,1914,293
14-04-2020,Algeria,69,20,1983,313
15-04-2020,Algeria,87,12,2070,325
16-04-2020,Algeria,90,11,2160,336
17-04-2020,Algeria,108,12,2268,348
18-04-2020,Algeria,150,16,2418,364
19-04-2020,Algeria,117,3,2535,367
20-04-2020,Algeria,94,8,2629,375
21-04-2020,Algeria,89,9,2718,384
22-04-2020,Algeria,93,8,2811,392
23-04-2020,Algeria,99,10,2910,402
24-04-2020,Algeria,97,5,3007,407
25-04-2020,Algeria,120,8,3127,415
26-04-2020,Algeria,129,4,3256,419
27-04-2020,Algeria,126,6,3382,425
28-04-2020,Algeria,135,7,3517,432
29-04-2020,Algeria,132,5,3649,437
30-04-2020,Algeria,199,7,3848,444
01-05-2020,Algeria,158,6,4006,450
02-05-2020,Algeria,148,3,4154,453
03-05-2020,Algeria,141,6,4295,459
04-05-2020,Algeria,179,4,4474,463
05-05-2020,Algeria,174,2,4648,465
06-05-2020,Algeria,190,5,4838,470
07-05-2020,Algeria,159,6,4997,476
08-05-2020,Algeria,185,7,5182,483
09-05-2020,Algeria,187,5,5369,488
10-05-2020,Algeria,189,6,5558,494
11-05-2020,Algeria,165,8,5723,502
12-05-2020,Algeria,168,5,5891,507
13-05-2020,Algeria,176,8,6067,515
14-05-2020,Algeria,186,7,6253,522
15-05-2020,Algeria,189,7,6442,529
16-05-2020,Algeria,187,7,6629,536
17-05-2020,Algeria,192,6,6821,542
18-05-2020,Algeria,198,6,7019,548
19-05-2020,Algeria,182,7,7201,555
03-03-2020,Andorra,1,0,1,0
14-03-2020,Andorra,1,0,2,0
16-03-2020,Andorra,3,0,5,0
17-03-2020,Andorra,9,0,14,0
18-03-2020,Andorra,0,0,14,0
19-03-2020,Andorra,39,0,53,0
20-03-2020,Andorra,22,0,75,0
21-03-2020,Andorra,0,0,75,0
22-03-2020,Andorra,13,0,88,0
23-03-2020,Andorra,25,0,113,0
24-03-2020,Andorra,20,0,133,0
25-03-2020,Andorra,31,0,164,0
26-03-2020,Andorra,24,0,188,0
27-03-2020,Andorra,36,3,224,3
28-03-2020,Andorra,43,0,267,3
29-03-2020,Andorra,41,1,308,4
30-03-2020,Andorra,26,2,334,6
31-03-2020,Andorra,36,2,370,8
01-04-2020,Andorra,6,4,376,12
02-04-2020,Andorra,14,2,390,14
03-04-2020,Andorra,38,1,428,15
04-04-2020,Andorra,11,1,439,16
05-04-2020,Andorra,27,1,466,17
06-04-2020,Andorra,35,1,501,18
07-04-2020,Andorra,25,3,526,21
08-04-2020,Andorra,19,1,545,22
09-04-2020,Andorra,19,1,564,23
10-04-2020,Andorra,19,2,583,25
11-04-2020,Andorra,18,1,601,26
12-04-2020,Andorra,21,2,622,28
13-04-2020,Andorra,16,1,638,29
14-04-2020,Andorra,8,0,646,29
15-04-2020,Andorra,13,2,659,31
16-04-2020,Andorra,14,2,673,33
17-04-2020,Andorra,9,0,682,33
18-04-2020,Andorra,14,2,696,35
19-04-2020,Andorra,8,0,704,35
20-04-2020,Andorra,9,1,713,36
21-04-2020,Andorra,4,0,717,36
22-04-2020,Andorra,0,1,717,37
23-04-2020,Andorra,6,0,723,37
24-04-2020,Andorra,1,0,724,37
25-04-2020,Andorra,7,3,731,40
26-04-2020,Andorra,2,0,733,40
27-04-2020,Andorra,7,0,740,40
28-04-2020,Andorra,3,0,743,40
29-04-2020,Andorra,0,1,743,41
30-04-2020,Andorra,0,1,743,42
01-05-2020,Andorra,2,0,745,42
02-05-2020,Andorra,1,1,746,43
03-05-2020,Andorra,1,1,747,44
04-05-2020,Andorra,1,1,748,45
05-05-2020,Andorra,2,0,750,45
06-05-2020,Andorra,1,1,751,46
07-05-2020,Andorra,0,0,751,46
08-05-2020,Andorra,1,1,752,47
09-05-2020,Andorra,0,0,752,47
10-05-2020,Andorra,2,1,754,48
11-05-2020,Andorra,1,0,755,48
12-05-2020,Andorra,1,0,756,48
13-05-2020,Andorra,2,0,758,48
14-05-2020,Andorra,2,1,760,49
15-05-2020,Andorra,1,0,761,49
16-05-2020,Andorra,0,0,761,49
17-05-2020,Andorra,0,2,761,51
18-05-2020,Andorra,0,0,761,51
19-05-2020,Andorra,0,0,761,51
22-03-2020,Angola,2,0,2,0
23-03-2020,Angola,0,0,2,0
24-03-2020,Angola,0,0,2,0
25-03-2020,Angola,0,0,2,0
26-03-2020,Angola,0,0,2,0
27-03-2020,Angola,1,0,3,0
28-03-2020,Angola,1,0,4,0
29-03-2020,Angola,0,0,4,0
30-03-2020,Angola,3,2,7,2
31-03-2020,Angola,0,0,7,2
01-04-2020,Angola,0,0,7,2
02-04-2020,Angola,1,0,8,2
03-04-2020,Angola,0,0,8,2
04-04-2020,Angola,0,0,8,2
05-04-2020,Angola,2,0,10,2
06-04-2020,Angola,4,0,14,2
07-04-2020,Angola,2,0,16,2
08-04-2020,Angola,1,0,17,2
09-04-2020,Angola,2,0,19,2
10-04-2020,Angola,0,0,19,2
11-04-2020,Angola,0,0,19,2
12-04-2020,Angola,0,0,19,2
13-04-2020,Angola,0,0,19,2
14-04-2020,Angola,0,0,19,2
15-04-2020,Angola,0,0,19,2
16-04-2020,Angola,0,0,19,2
17-04-2020,Angola,0,0,19,2
18-04-2020,Angola,0,0,19,2
19-04-2020,Angola,5,0,24,2
20-04-2020,Angola,0,0,24,2
21-04-2020,Angola,0,0,24,2
22-04-2020,Angola,0,0,24,2
23-04-2020,Angola,0,0,24,2
24-04-2020,Angola,1,0,25,2
25-04-2020,Angola,0,0,25,2
26-04-2020,Angola,0,0,25,2
27-04-2020,Angola,1,0,26,2
28-04-2020,Angola,1,0,27,2
29-04-2020,Angola,0,0,27,2
30-04-2020,Angola,0,0,27,2
01-05-2020,Angola,0,0,27,2
02-05-2020,Angola,2,0,29,2
03-05-2020,Angola,6,0,35,2
04-05-2020,Angola,0,0,35,2
05-05-2020,Angola,0,0,35,2
06-05-2020,Angola,1,0,36,2
07-05-2020,Angola,0,0,36,2
08-05-2020,Angola,0,0,36,2
09-05-2020,Angola,7,0,43,2
10-05-2020,Angola,0,0,43,2
11-05-2020,Angola,2,0,45,2
12-05-2020,Angola,0,0,45,2
13-05-2020,Angola,0,0,45,2
14-05-2020,Angola,0,0,45,2
15-05-2020,Angola,3,0,48,2
16-05-2020,Angola,0,0,48,2
17-05-2020,Angola,0,0,48,2
18-05-2020,Angola,0,0,48,2
19-05-2020,Angola,0,0,48,2
27-03-2020,Anguilla,2,0,2,0
28-03-2020,Anguilla,0,0,2,0
29-03-2020,Anguilla,0,0,2,0
30-03-2020,Anguilla,0,0,2,0
31-03-2020,Anguilla,0,0,2,0
01-04-2020,Anguilla,0,0,2,0
02-04-2020,Anguilla,0,0,2,0
03-04-2020,Anguilla,1,0,3,0
04-04-2020,Anguilla,0,0,3,0
05-04-2020,Anguilla,0,0,3,0
06-04-2020,Anguilla,0,0,3,0
07-04-2020,Anguilla,0,0,3,0
08-04-2020,Anguilla,0,0,3,0
09-04-2020,Anguilla,0,0,3,0
10-04-2020,Anguilla,0,0,3,0
11-04-2020,Anguilla,0,0,3,0
12-04-2020,Anguilla,0,0,3,0
13-04-2020,Anguilla,0,0,3,0
14-04-2020,Anguilla,0,0,3,0
15-04-2020,Anguilla,0,0,3,0
16-04-2020,Anguilla,0,0,3,0
17-04-2020,Anguilla,0,0,3,0
18-04-2020,Anguilla,0,0,3,0
19-04-2020,Anguilla,0,0,3,0
20-04-2020,Anguilla,0,0,3,0
21-04-2020,Anguilla,0,0,3,0
22-04-2020,Anguilla,0,0,3,0
23-04-2020,Anguilla,0,0,3,0
24-04-2020,Anguilla,0,0,3,0
25-04-2020,Anguilla,0,0,3,0
26-04-2020,Anguilla,0,0,3,0
27-04-2020,Anguilla,0,0,3,0
28-04-2020,Anguilla,0,0,3,0
29-04-2020,Anguilla,0,0,3,0
30-04-2020,Anguilla,0,0,3,0
01-05-2020,Anguilla,0,0,3,0
02-05-2020,Anguilla,0,0,3,0
03-05-2020,Anguilla,0,0,3,0
04-05-2020,Anguilla,0,0,3,0
05-05-2020,Anguilla,0,0,3,0
06-05-2020,Anguilla,0,0,3,0
07-05-2020,Anguilla,0,0,3,0
08-05-2020,Anguilla,0,0,3,0
09-05-2020,Anguilla,0,0,3,0
10-05-2020,Anguilla,0,0,3,0
11-05-2020,Anguilla,0,0,3,0
12-05-2020,Anguilla,0,0,3,0
13-05-2020,Anguilla,0,0,3,0
14-05-2020,Anguilla,0,0,3,0
15-05-2020,Anguilla,0,0,3,0
16-05-2020,Anguilla,0,0,3,0
17-05-2020,Anguilla,0,0,3,0
18-05-2020,Anguilla,0,0,3,0
19-05-2020,Anguilla,0,0,3,0
15-03-2020,Antigua and Barbuda,1,0,1,0
21-03-2020,Antigua and Barbuda,0,0,1,0
22-03-2020,Antigua and Barbuda,0,0,1,0
23-03-2020,Antigua and Barbuda,0,0,1,0
24-03-2020,Antigua and Barbuda,0,0,1,0
25-03-2020,Antigua and Barbuda,2,0,3,0
26-03-2020,Antigua and Barbuda,0,0,3,0
27-03-2020,Antigua and Barbuda,4,0,7,0
28-03-2020,Antigua and Barbuda,0,0,7,0
29-03-2020,Antigua and Barbuda,0,0,7,0
30-03-2020,Antigua and Barbuda,0,0,7,0
31-03-2020,Antigua and Barbuda,0,0,7,0
01-04-2020,Antigua and Barbuda,0,0,7,0
02-04-2020,Antigua and Barbuda,0,0,7,0
03-04-2020,Antigua and Barbuda,2,0,9,0
04-04-2020,Antigua and Barbuda,6,0,15,0
05-04-2020,Antigua and Barbuda,0,0,15,0
06-04-2020,Antigua and Barbuda,0,0,15,0
07-04-2020,Antigua and Barbuda,0,0,15,0
08-04-2020,Antigua and Barbuda,0,0,15,0
09-04-2020,Antigua and Barbuda,0,0,15,0
10-04-2020,Antigua and Barbuda,4,2,19,2
11-04-2020,Antigua and Barbuda,2,0,21,2
12-04-2020,Antigua and Barbuda,0,0,21,2
13-04-2020,Antigua and Barbuda,0,0,21,2
14-04-2020,Antigua and Barbuda,2,0,23,2
15-04-2020,Antigua and Barbuda,0,0,23,2
16-04-2020,Antigua and Barbuda,0,0,23,2
17-04-2020,Antigua and Barbuda,0,0,23,2
18-04-2020,Antigua and Barbuda,0,0,23,2
19-04-2020,Antigua and Barbuda,0,0,23,2
20-04-2020,Antigua and Barbuda,0,0,23,2
21-04-2020,Antigua and Barbuda,0,1,23,3
22-04-2020,Antigua and Barbuda,1,0,24,3
23-04-2020,Antigua and Barbuda,0,0,24,3
24-04-2020,Antigua and Barbuda,0,0,24,3
25-04-2020,Antigua and Barbuda,0,0,24,3
26-04-2020,Antigua and Barbuda,0,0,24,3
27-04-2020,Antigua and Barbuda,0,0,24,3
28-04-2020,Antigua and Barbuda,0,0,24,3
29-04-2020,Antigua and Barbuda,0,0,24,3
30-04-2020,Antigua and Barbuda,0,0,24,3
01-05-2020,Antigua and Barbuda,0,0,24,3
02-05-2020,Antigua and Barbuda,1,0,25,3
03-05-2020,Antigua and Barbuda,0,0,25,3
04-05-2020,Antigua and Barbuda,0,0,25,3
05-05-2020,Antigua and Barbuda,0,0,25,3
06-05-2020,Antigua and Barbuda,0,0,25,3
07-05-2020,Antigua and Barbuda,0,0,25,3
08-05-2020,Antigua and Barbuda,0,0,25,3
09-05-2020,Antigua and Barbuda,0,0,25,3
10-05-2020,Antigua and Barbuda,0,0,25,3
11-05-2020,Antigua and Barbuda,0,0,25,3
12-05-2020,Antigua and Barbuda,0,0,25,3
13-05-2020,Antigua and Barbuda,0,0,25,3
14-05-2020,Antigua and Barbuda,0,0,25,3
15-05-2020,Antigua and Barbuda,0,0,25,3
16-05-2020,Antigua and Barbuda,0,0,25,3
17-05-2020,Antigua and Barbuda,0,0,25,3
18-05-2020,Antigua and Barbuda,0,0,25,3
19-05-2020,Antigua and Barbuda,0,0,25,3
04-03-2020,Argentina,1,0,1,0
06-03-2020,Argentina,1,0,2,0
07-03-2020,Argentina,6,0,8,0
08-03-2020,Argentina,1,1,9,1
09-03-2020,Argentina,3,0,12,1
11-03-2020,Argentina,7,0,19,1
13-03-2020,Argentina,12,0,31,1
14-03-2020,Argentina,3,1,34,2
15-03-2020,Argentina,11,0,45,2
16-03-2020,Argentina,11,0,56,2
17-03-2020,Argentina,9,0,65,2
18-03-2020,Argentina,14,0,79,2
19-03-2020,Argentina,18,0,97,2
20-03-2020,Argentina,31,1,128,3
21-03-2020,Argentina,30,0,158,3
22-03-2020,Argentina,67,1,225,4
23-03-2020,Argentina,41,0,266,4
24-03-2020,Argentina,35,0,301,4
25-03-2020,Argentina,86,2,387,6
26-03-2020,Argentina,115,2,502,8
27-03-2020,Argentina,87,4,589,12
28-03-2020,Argentina,101,5,690,17
29-03-2020,Argentina,55,2,745,19
30-03-2020,Argentina,75,1,820,20
31-03-2020,Argentina,146,4,966,24
01-04-2020,Argentina,0,0,966,24
02-04-2020,Argentina,167,7,1133,31
03-04-2020,Argentina,0,3,1133,34
04-04-2020,Argentina,132,3,1265,37
05-04-2020,Argentina,186,6,1451,43
06-04-2020,Argentina,103,3,1554,46
07-04-2020,Argentina,74,7,1628,53
08-04-2020,Argentina,87,7,1715,60
09-04-2020,Argentina,80,5,1795,65
10-04-2020,Argentina,99,14,1894,79
11-04-2020,Argentina,81,3,1975,82
12-04-2020,Argentina,162,7,2137,89
13-04-2020,Argentina,66,6,2203,95
14-04-2020,Argentina,69,3,2272,98
15-04-2020,Argentina,160,7,2432,105
16-04-2020,Argentina,0,4,2432,109
17-04-2020,Argentina,128,6,2560,115
18-04-2020,Argentina,98,7,2658,122
19-04-2020,Argentina,170,10,2828,132
20-04-2020,Argentina,102,2,2930,134
21-04-2020,Argentina,90,8,3020,142
22-04-2020,Argentina,112,9,3132,151
23-04-2020,Argentina,144,8,3276,159
24-04-2020,Argentina,147,6,3423,165
25-04-2020,Argentina,0,2,3423,167
26-04-2020,Argentina,344,18,3767,185
27-04-2020,Argentina,0,1,3767,186
28-04-2020,Argentina,223,11,3990,197
29-04-2020,Argentina,124,10,4114,207
30-04-2020,Argentina,158,7,4272,214
01-05-2020,Argentina,143,4,4415,218
02-05-2020,Argentina,104,7,4519,225
03-05-2020,Argentina,149,12,4668,237
04-05-2020,Argentina,102,9,4770,246
05-05-2020,Argentina,104,14,4874,260
06-05-2020,Argentina,133,4,5007,264
07-05-2020,Argentina,188,9,5195,273
08-05-2020,Argentina,163,9,5358,282
09-05-2020,Argentina,240,11,5598,293
10-05-2020,Argentina,165,7,5763,300
11-05-2020,Argentina,13,0,5776,300
12-05-2020,Argentina,245,5,6021,305
13-05-2020,Argentina,529,14,6550,319
14-05-2020,Argentina,316,10,6866,329
15-05-2020,Argentina,255,24,7121,353
16-05-2020,Argentina,345,3,7466,356
17-05-2020,Argentina,326,7,7792,363
18-05-2020,Argentina,0,3,7792,366
19-05-2020,Argentina,566,16,8358,382
31-12-2019,Armenia,0,0,0,0
01-01-2020,Armenia,0,0,0,0
02-01-2020,Armenia,0,0,0,0
03-01-2020,Armenia,0,0,0,0
04-01-2020,Armenia,0,0,0,0
05-01-2020,Armenia,0,0,0,0
06-01-2020,Armenia,0,0,0,0
07-01-2020,Armenia,0,0,0,0
08-01-2020,Armenia,0,0,0,0
09-01-2020,Armenia,0,0,0,0
